postcode,suburb,state,dc,type
200,AUSTRALIAN NATIONAL UNIVERSITY,ACT,AUSTRALIAN NATIONAL UNI LPO,Post Office Boxes                            
221,BARTON,ACT,NULL,LVR                                          
800,DARWIN,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
801,DARWIN,NT,DARWIN DELIVERY CENTRE,Post Office Boxes                            
804,PARAP,NT,PARAP,Post Office Boxes                            
810,ALAWA,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
810,BRINKIN,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
810,CASUARINA,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
810,JINGILI,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
810,LEE POINT,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
810,MILLNER,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
810,MOIL,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
810,NAKARA,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
810,NIGHTCLIFF,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
810,RAPID CREEK,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
810,TIWI,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
810,WAGAMAN,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
810,WANGURI,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
811,CASUARINA,NT,CASUARINA,Post Office Boxes                            
812,KARAMA,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
812,LEANYER,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
812,MALAK,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
812,MARRARA,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
812,WULAGI,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
814,NIGHTCLIFF,NT,NIGHTCLIFF,Post Office Boxes                            
820,BAGOT,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
820,BAYVIEW,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
820,CHARLES DARWIN,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
820,COONAWARRA,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
820,CULLEN BAY,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
820,EAST POINT,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
820,FANNIE BAY,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
820,LARRAKEYAH,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
820,LUDMILLA,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
820,PARAP,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
820,STUART PARK,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
820,THE GARDENS,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
820,THE NARROWS,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
820,WINNELLIE,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
820,WOOLNER,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
821,WINNELLIE,NT,WINNELLIE,Post Office Boxes                            
822,ACACIA HILLS,NT,DARWIN DELIVERY CENTRE,Post Office Boxes                            
822,BEES CREEK,NT,DARWIN DELIVERY CENTRE,Post Office Boxes                            
822,COX PENINSULA,NT,DARWIN DELIVERY CENTRE,Post Office Boxes                            
822,DALY RIVER,NT,DARWIN DELIVERY CENTRE,Post Office Boxes                            
822,FLEMING,NT,DARWIN DELIVERY CENTRE,Post Office Boxes                            
822,GUNN POINT,NT,DARWIN DELIVERY CENTRE,Post Office Boxes                            
822,LAMBELLS LAGOON,NT,DARWIN DELIVERY CENTRE,Post Office Boxes                            
822,LIVINGSTONE,NT,DARWIN DELIVERY CENTRE,Post Office Boxes                            
822,MANINGRIDA,NT,DARWIN DELIVERY CENTRE,Post Office Boxes                            
822,MARRAKAI,NT,NULL,Post Office Boxes                            
822,MCMINNS LAGOON,NT,DARWIN DELIVERY CENTRE,Post Office Boxes                            
822,MIDDLE POINT,NT,DARWIN DELIVERY CENTRE,Post Office Boxes                            
822,MILIKAPITI,NT,DARWIN DELIVERY CENTRE,Post Office Boxes                            
822,NGUIU,NT,DARWIN DELIVERY CENTRE,Post Office Boxes                            
822,OENPELLI,NT,DARWIN DELIVERY CENTRE,Post Office Boxes                            
822,POINT STEPHENS,NT,DARWIN DELIVERY CENTRE,Post Office Boxes                            
822,PULARUMPI,NT,DARWIN DELIVERY CENTRE,Post Office Boxes                            
822,SOUTHPORT,NT,DARWIN DELIVERY CENTRE,Post Office Boxes                            
822,UMBAKUMBA,NT,DARWIN DELIVERY CENTRE,Post Office Boxes                            
822,WADEYE,NT,DARWIN DELIVERY CENTRE,Post Office Boxes                            
822,WAGAIT BEACH,NT,DARWIN DELIVERY CENTRE,Post Office Boxes                            
822,WEDDELL,NT,DARWIN DELIVERY CENTRE,Post Office Boxes                            
822,WINNELLIE,NT,DARWIN DELIVERY CENTRE,Post Office Boxes                            
822,WOOLANING,NT,DARWIN DELIVERY CENTRE,Post Office Boxes                            
828,BERRIMAH,NT,BERRIMAH,Delivery Area                                
828,KNUCKEY LAGOON,NT,BERRIMAH,Delivery Area                                
829,HOLTZE,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
830,DRIVER,NT,PALMERSTON DC,Delivery Area                                
830,DURACK,NT,PALMERSTON DC,Delivery Area                                
830,FARRAR,NT,PALMERSTON DC,Delivery Area                                
830,GRAY,NT,PALMERSTON DC,Delivery Area                                
830,MARLOW LAGOON,NT,PALMERSTON DC,Delivery Area                                
830,MOULDEN,NT,PALMERSTON DC,Delivery Area                                
830,PALMERSTON,NT,PALMERSTON DC,Delivery Area                                
830,SHOAL BAY,NT,PALMERSTON DC,Delivery Area                                
830,WOODROFFE,NT,PALMERSTON DC,Delivery Area                                
830,YARRAWONGA,NT,PALMERSTON DC,Delivery Area                                
831,PALMERSTON,NT,PALMERSTON DC,Post Office Boxes                            
832,GUNN,NT,PALMERSTON DC,Delivery Area                                
832,MITCHELL,NT,PALMERSTON DC,Delivery Area                                
832,ROSEBERY,NT,PALMERSTON DC,Delivery Area                                
832,ROSEBERY HEIGHTS,NT,PALMERSTON DC,Delivery Area                                
835,HOWARD SPRINGS,NT,HOWARD SPRINGS LPO,Delivery Area                                
835,VIRGINIA,NT,HOWARD SPRINGS LPO,Delivery Area                                
836,GIRRAWEEN,NT,HUMPTY DOO LPO,Delivery Area                                
836,HERBERT,NT,HUMPTY DOO LPO,Delivery Area                                
837,MANTON,NT,NOONAMAH CMA,Delivery Area                                
838,BERRY SPRINGS,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
840,DUNDEE BEACH,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
840,DUNDEE DOWNS,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
840,DUNDEE FOREST,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
841,DARWIN RIVER,NT,DARWIN DELIVERY CENTRE,Delivery Area                                
845,BATCHELOR,NT,BATCHELOR,Delivery Area                                
846,ADELAIDE RIVER,NT,ADELAIDE RIVER,Delivery Area                                
847,PINE CREEK,NT,PINE CREEK,Delivery Area                                
850,KATHERINE,NT,KATHERINE POST SHOP,Delivery Area                                
851,KATHERINE,NT,KATHERINE POST SHOP,Post Office Boxes                            
852,BESWICK,NT,KATHERINE POST SHOP,Delivery Area                                
852,DALY WATERS,NT,KATHERINE POST SHOP,Delivery Area                                
852,KATHERINE,NT,KATHERINE POST SHOP,Delivery Area                                
852,LAJAMANU,NT,KATHERINE POST SHOP,Delivery Area                                
852,LARRIMAH,NT,KATHERINE POST SHOP,Delivery Area                                
852,MANBULLOO,NT,KATHERINE POST SHOP,Delivery Area                                
852,NUMBULWAR,NT,KATHERINE POST SHOP,Delivery Area                                
852,WAVE HILL,NT,KATHERINE POST SHOP,Delivery Area                                
854,BORROLOOLA,NT,KATHERINE POST SHOP,Delivery Area                                
860,TENNANT CREEK,NT,TENNANT CREEK POST SHOP,Delivery Area                                
861,BRUNCHILLY,NT,TENNANT CREEK POST SHOP,Post Office Boxes                            
861,TENNANT CREEK,NT,TENNANT CREEK POST SHOP,Post Office Boxes                            
862,AVON DOWNS,NT,TENNANT CREEK POST SHOP,Delivery Area                                
862,CRESSWELL DOWNS,NT,TENNANT CREEK POST SHOP,Delivery Area                                
862,ELLIOTT,NT,TENNANT CREEK POST SHOP,Delivery Area                                
862,HELEN SPRINGS,NT,TENNANT CREEK POST SHOP,Delivery Area                                
862,MUCKATY STATION,NT,TENNANT CREEK POST SHOP,Delivery Area                                
862,NEWCASTLE WATERS,NT,TENNANT CREEK POST SHOP,Delivery Area                                
862,RENNER SPRINGS,NT,TENNANT CREEK POST SHOP,Delivery Area                                
862,TENNANT CREEK,NT,TENNANT CREEK POST SHOP,Delivery Area                                
862,WARREGO,NT,TENNANT CREEK POST SHOP,Delivery Area                                
862,WOLLOGORANG STATION,NT,TENNANT CREEK POST SHOP,Delivery Area                                
870,ALICE SPRINGS,NT,ALICE SPRINGS DC,Delivery Area                                
871,ALICE SPRINGS,NT,ALICE SPRINGS DC,Post Office Boxes                            
872,ALI CURUNG,NT,ALICE SPRINGS DC,Delivery Area                                
872,ALICE SPRINGS,NT,ALICE SPRINGS DC,Delivery Area                                
872,AMATA,NT,ALICE SPRINGS DC,Delivery Area                                
872,AMOONGUNA,NT,ALICE SPRINGS DC,Delivery Area                                
872,AREYONGA,NT,ALICE SPRINGS DC,Delivery Area                                
872,ERLDUNDA,NT,ALICE SPRINGS DC,Delivery Area                                
872,FINKE,NT,ALICE SPRINGS DC,Delivery Area                                
872,GIBSON DESERT NORTH,WA,ALICE SPRINGS DC,Delivery Area                                
872,HAASTS BLUFF,NT,ALICE SPRINGS DC,Delivery Area                                
872,KINTORE,NT,ALICE SPRINGS DC,Delivery Area                                
872,SANTA TERESA,NT,ALICE SPRINGS DC,Delivery Area                                
872,TI TREE,NT,ALICE SPRINGS DC,Delivery Area                                
872,ULURU,NT,ALICE SPRINGS DC,Delivery Area                                
872,WILLOWRA,NT,ALICE SPRINGS DC,Delivery Area                                
872,YUELAMU,NT,ALICE SPRINGS DC,Delivery Area                                
872,YUENDUMU,NT,ALICE SPRINGS DC,Delivery Area                                
872,YULARA,NT,ALICE SPRINGS DC,Delivery Area                                
880,GOVE,NT,NHULUNBUY,Delivery Area                                
880,NHULUNBUY,NT,NHULUNBUY,Delivery Area                                
881,NHULUNBUY,NT,NHULUNBUY,Post Office Boxes                            
886,JABIRU,NT,JABIRU,Delivery Area                                
906,WINNELLIE,NT,DARWIN MC,LVR                                          
907,WINNELLIE,NT,DARWIN MC,LVR                                          
1001,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1002,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1003,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1004,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1005,SYDNEY,NSW,GPO BOX CENTRE,LVR                                          
1006,SYDNEY,NSW,GPO BOX CENTRE,LVR                                          
1007,SYDNEY,NSW,GPO BOX CENTRE,LVR                                          
1008,SYDNEY,NSW,GPO BOX CENTRE,LVR                                          
1009,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1010,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1011,SYDNEY,NSW,SYDNEY WEST LETTERS FACILITY,LVR                                          
1020,SYDNEY,NSW,NULL,LVR                                          
1021,SYDNEY,NSW,NULL,LVR                                          
1022,SYDNEY,NSW,SYDNEY GPO,LVR                                          
1023,SYDNEY,NSW,NULL,LVR                                          
1025,SYDNEY,NSW,NULL,LVR                                          
1026,SYDNEY,NSW,NULL,LVR                                          
1027,SYDNEY,NSW,NULL,LVR                                          
1028,SYDNEY,NSW,GPO BOX CENTRE,LVR                                          
1029,SYDNEY,NSW,NULL,LVR                                          
1030,SYDNEY,NSW,NULL,LVR                                          
1031,SYDNEY,NSW,NULL,LVR                                          
1032,SYDNEY,NSW,NULL,LVR                                          
1033,SYDNEY,NSW,NULL,LVR                                          
1034,SYDNEY,NSW,NULL,LVR                                          
1035,SYDNEY,NSW,NULL,LVR                                          
1036,SYDNEY,NSW,NULL,LVR                                          
1037,SYDNEY,NSW,NULL,LVR                                          
1038,SYDNEY,NSW,NULL,LVR                                          
1039,SYDNEY,NSW,GPO BOX CENTRE,LVR                                          
1040,SYDNEY,NSW,NULL,LVR                                          
1041,SYDNEY,NSW,NULL,LVR                                          
1042,SYDNEY,NSW,NULL,LVR                                          
1043,SYDNEY,NSW,NULL,LVR                                          
1044,SYDNEY,NSW,NULL,LVR                                          
1045,SYDNEY,NSW,NULL,LVR                                          
1046,SYDNEY,NSW,NULL,LVR                                          
1100,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1101,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1105,SYDNEY,NSW,GPO BOX CENTRE,LVR                                          
1106,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1107,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1108,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1109,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1110,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1112,SYDNEY,NSW,NULL,LVR                                          
1113,SYDNEY,NSW,NULL,LVR                                          
1114,SYDNEY,NSW,NULL,LVR                                          
1115,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1116,SYDNEY,NSW,NULL,LVR                                          
1117,SYDNEY,NSW,CITY PBC OPERATIONS,LVR                                          
1118,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1119,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1120,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1121,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1122,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1123,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1124,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1125,SYDNEY,NSW,NULL,LVR                                          
1126,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1127,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1128,SYDNEY,NSW,CITY PBC OPERATIONS,LVR                                          
1129,SYDNEY,NSW,NULL,LVR                                          
1130,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1131,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1132,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1133,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1134,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1135,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1136,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1137,SYDNEY,NSW,NULL,LVR                                          
1138,SYDNEY,NSW,NULL,LVR                                          
1139,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1140,SYDNEY,NSW,GPO BOX CENTRE,LVR                                          
1141,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1142,SYDNEY,NSW,NULL,LVR                                          
1143,SYDNEY,NSW,NULL,LVR                                          
1144,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1145,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1146,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1147,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1148,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1149,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1150,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1151,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1152,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1153,SYDNEY,NSW,NULL,LVR                                          
1154,SYDNEY,NSW,GPO BOX CENTRE,LVR                                          
1155,SYDNEY,NSW,NULL,LVR                                          
1156,SYDNEY,NSW,NULL,LVR                                          
1157,SYDNEY,NSW,NULL,LVR                                          
1158,SYDNEY,NSW,NULL,LVR                                          
1159,SYDNEY,NSW,NULL,LVR                                          
1160,SYDNEY,NSW,NULL,LVR                                          
1161,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1162,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1163,SYDNEY,NSW,NULL,LVR                                          
1164,SYDNEY,NSW,NULL,LVR                                          
1165,SYDNEY,NSW,NULL,LVR                                          
1166,SYDNEY,NSW,NULL,LVR                                          
1167,SYDNEY,NSW,NULL,LVR                                          
1168,SYDNEY,NSW,NULL,LVR                                          
1169,SYDNEY,NSW,NULL,LVR                                          
1170,SYDNEY,NSW,NULL,LVR                                          
1171,SYDNEY,NSW,NULL,LVR                                          
1172,SYDNEY,NSW,NULL,LVR                                          
1173,SYDNEY,NSW,NULL,LVR                                          
1174,SYDNEY,NSW,NULL,LVR                                          
1175,SYDNEY,NSW,NULL,LVR                                          
1176,SYDNEY,NSW,NULL,LVR                                          
1177,SYDNEY,NSW,NULL,LVR                                          
1178,SYDNEY,NSW,NULL,LVR                                          
1179,SYDNEY,NSW,NULL,LVR                                          
1180,SYDNEY,NSW,NULL,LVR                                          
1181,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1182,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1183,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1184,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1185,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1186,SYDNEY,NSW,NULL,LVR                                          
1187,SYDNEY,NSW,NULL,LVR                                          
1188,SYDNEY,NSW,NULL,LVR                                          
1189,SYDNEY,NSW,NULL,LVR                                          
1190,SYDNEY,NSW,NULL,LVR                                          
1191,SYDNEY,NSW,NULL,LVR                                          
1192,SYDNEY,NSW,NULL,LVR                                          
1193,SYDNEY,NSW,NULL,LVR                                          
1194,SYDNEY,NSW,NULL,LVR                                          
1195,SYDNEY,NSW,NULL,LVR                                          
1196,SYDNEY,NSW,NULL,LVR                                          
1197,SYDNEY,NSW,NULL,LVR                                          
1198,SYDNEY,NSW,NULL,LVR                                          
1199,SYDNEY,NSW,NULL,LVR                                          
1200,SYDNEY,NSW,NULL,LVR                                          
1201,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1202,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1203,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1204,SYDNEY,NSW,NULL,LVR                                          
1205,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1206,SYDNEY,NSW,NULL,LVR                                          
1207,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1208,HAYMARKET,NSW,NULL,LVR                                          
1209,AUSTRALIA SQUARE,NSW,NULL,LVR                                          
1210,AUSTRALIA SQUARE,NSW,EAST SUBS MC,LVR                                          
1211,AUSTRALIA SQUARE,NSW,NULL,LVR                                          
1212,AUSTRALIA SQUARE,NSW,NULL,LVR                                          
1213,AUSTRALIA SQUARE,NSW,NULL,LVR                                          
1214,AUSTRALIA SQUARE,NSW,AUSTRALIA SQUARE POST SHOP,LVR                                          
1215,AUSTRALIA SQUARE,NSW,AUSTRALIA SQUARE POST SHOP,Post Office Boxes                            
1216,GROSVENOR PLACE,NSW,NULL,LVR                                          
1217,GROSVENOR PLACE,NSW,NULL,LVR                                          
1218,GROSVENOR PLACE,NSW,NULL,LVR                                          
1219,GROSVENOR PLACE,NSW,GROSVENOR PLACE POST SHOP,LVR                                          
1220,GROSVENOR PLACE,NSW,GROSVENOR PLACE POST SHOP,Post Office Boxes                            
1221,ROYAL EXCHANGE,NSW,NULL,LVR                                          
1222,ROYAL EXCHANGE,NSW,NULL,LVR                                          
1223,ROYAL EXCHANGE,NSW,NULL,LVR                                          
1224,ROYAL EXCHANGE,NSW,ROYAL EXCHANGE POST SHOP,LVR                                          
1225,ROYAL EXCHANGE,NSW,ROYAL EXCHANGE POST SHOP,Post Office Boxes                            
1226,QUEEN VICTORIA BUILDING,NSW,NULL,LVR                                          
1227,QUEEN VICTORIA BUILDING,NSW,NULL,LVR                                          
1228,QUEEN VICTORIA BUILDING,NSW,NULL,LVR                                          
1229,QUEEN VICTORIA BUILDING,NSW,QUEEN VICTORIA BUILD POST SHOP,LVR                                          
1230,QUEEN VICTORIA BUILDING,NSW,QUEEN VICTORIA BUILD POST SHOP,Post Office Boxes                            
1231,SYDNEY SOUTH,NSW,SYDNEY SOUTH-RET,LVR                                          
1232,SYDNEY SOUTH,NSW,EAST SUBS MC,LVR                                          
1233,SYDNEY SOUTH,NSW,NULL,LVR                                          
1234,SYDNEY SOUTH,NSW,SYDNEY SOUTH POST SHOP,LVR                                          
1235,SYDNEY SOUTH,NSW,SYDNEY SOUTH POST SHOP,Post Office Boxes                            
1236,HAYMARKET,NSW,HAYMARKET POST SHOP,LVR                                          
1237,HAYMARKET,NSW,HAYMARKET POST SHOP,LVR                                          
1238,HAYMARKET,NSW,HAYMARKET POST SHOP,LVR                                          
1239,HAYMARKET,NSW,HAYMARKET POST SHOP,LVR                                          
1240,HAYMARKET,NSW,HAYMARKET POST SHOP,Post Office Boxes                            
1291,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1292,SYDNEY,NSW,EAST SUBS MC,LVR                                          
1293,SYDNEY,NSW,NULL,LVR                                          
1294,SYDNEY,NSW,NULL,LVR                                          
1295,SYDNEY,NSW,NULL,LVR                                          
1296,SYDNEY,NSW,NULL,LVR                                          
1297,SYDNEY,NSW,NULL,LVR                                          
1298,SYDNEY,NSW,NULL,LVR                                          
1299,SYDNEY,NSW,NULL,LVR                                          
1300,DARLINGHURST,NSW,DARLINGHURST POST SHOP,Post Office Boxes                            
1335,POTTS POINT,NSW,POTTS POINT POST SHOP,Post Office Boxes                            
1340,KINGS CROSS,NSW,KINGS CROSS POST SHOP,Post Office Boxes                            
1355,BONDI JUNCTION,NSW,BONDI JUNCTION POST SHOP,Post Office Boxes                            
1360,DOUBLE BAY,NSW,DOUBLE BAY POST SHOP,Post Office Boxes                            
1401,BROADWAY,NSW,NULL,LVR                                          
1420,STRAWBERRY HILLS,NSW,STRAWBERRY HILLS BC,LVR                                          
1422,STRAWBERRY HILLS,NSW,NULL,LVR                                          
1423,STRAWBERRY HILLS,NSW,NULL,LVR                                          
1424,STRAWBERRY HILLS,NSW,STRAWBERRY HILLS BC,LVR                                          
1425,STRAWBERRY HILLS,NSW,NULL,LVR                                          
1426,STRAWBERRY HILLS,NSW,NULL,LVR                                          
1427,STRAWBERRY HILLS,NSW,STRAWBERRY HILLS BC,LVR                                          
1428,STRAWBERRY HILLS,NSW,NULL,LVR                                          
1429,STRAWBERRY HILLS,NSW,NULL,LVR                                          
1430,EVELEIGH,NSW,ALEXANDRIA DF,LVR                                          
1435,ALEXANDRIA,NSW,ALEXANDRIA POST SHOP,Post Office Boxes                            
1440,WATERLOO,NSW,WATERLOO DELIVERY FACILITY,Post Office Boxes                            
1441,WATERLOO,NSW,NULL,LVR                                          
1445,ROSEBERY,NSW,ROSEBERY POST SHOP,Post Office Boxes                            
1450,CAMPERDOWN,NSW,CAMPERDOWN BC,Post Office Boxes                            
1455,BOTANY,NSW,BOTANY POST SHOP,Post Office Boxes                            
1460,MASCOT,NSW,MASCOT POST SHOP,Post Office Boxes                            
1465,KENSINGTON,NSW,KENSINGTON POST SHOP,Post Office Boxes                            
1466,UNSW SYDNEY,NSW,UNIVERSITY OF NSW LPO,Post Office Boxes                            
1470,DRUMMOYNE,NSW,DRUMMOYNE POST SHOP,Post Office Boxes                            
1475,MARRICKVILLE,NSW,MARRICKVILLE POST SHOP,Post Office Boxes                            
1476,MARRICKVILLE,NSW,NULL,LVR                                          
1480,KINGSGROVE,NSW,KINGSGROVE POST SHOP,Post Office Boxes                            
1490,MIRANDA,NSW,STH SUBS MC,Post Office Boxes                            
1493,HURSTVILLE,NSW,HURSTVILLE DC,LVR                                          
1495,CARINGBAH,NSW,CARINGBAH POST SHOP,Post Office Boxes                            
1499,SUTHERLAND,NSW,STH SUBS MC,Post Office Boxes                            
1515,WEST CHATSWOOD,NSW,WEST CHATSWOOD POST SHOP,Post Office Boxes                            
1565,MILSONS POINT,NSW,MILSONS POINT,Post Office Boxes                            
1570,ARTARMON,NSW,ARTARMON POST SHOP,Post Office Boxes                            
1582,CROWS NEST,NSW,NULL,LVR                                          
1585,CROWS NEST,NSW,CROWS NEST POST SHOP,Post Office Boxes                            
1590,ST LEONARDS,NSW,ST LEONARDS POST SHOP,Post Office Boxes                            
1595,LANE COVE,NSW,LANE COVE POST SHOP,Post Office Boxes                            
1597,LANE COVE,NSW,LANE COVE POST SHOP,LVR                                          
1630,HORNSBY,NSW,HORNSBY POST SHOP,Post Office Boxes                            
1639,FRENCHS FOREST,NSW,FRENCHS FOREST DEL FAC,LVR                                          
1640,FRENCHS FOREST,NSW,FRENCHS FOREST POST SHOP,Post Office Boxes                            
1655,MANLY,NSW,MANLY POST SHOP,Post Office Boxes                            
1658,MONA VALE,NSW,MONA VALE POST SHOP,LVR                                          
1660,MONA VALE,NSW,MONA VALE POST SHOP,Post Office Boxes                            
1675,GLADESVILLE,NSW,GLADESVILLE POST SHOP,Post Office Boxes                            
1680,RYDE,NSW,RYDE POST SHOP,Post Office Boxes                            
1685,WEST RYDE,NSW,WEST RYDE POST SHOP,Post Office Boxes                            
1700,ERMINGTON,NSW,ERMINGTON POST SHOP,Post Office Boxes                            
1710,EPPING,NSW,EPPING POST SHOP,Post Office Boxes                            
1712,EPPING,NSW,NULL,LVR                                          
1715,PENNANT HILLS,NSW,PENNANT HILLS POST SHOP,Post Office Boxes                            
1730,SEVEN HILLS,NSW,SEVEN HILLS POST SHOP,Post Office Boxes                            
1740,PARRAMATTA,NSW,NULL,LVR                                          
1741,PARRAMATTA,NSW,PARRAMATTA CBD BC,LVR                                          
1750,NORTH PARRAMATTA,NSW,NORTH PARRAMATTA POST SHOP,Post Office Boxes                            
1755,BAULKHAM HILLS,NSW,BAULKHAM HILLS POST SHOP,Post Office Boxes                            
1765,CASTLE HILL,NSW,CASTLE HILL POST SHOP,Post Office Boxes                            
1771,PENNANT HILLS,NSW,PENNANT HILLS POST SHOP,LVR                                          
1790,ST MARYS,NSW,ST MARYS,Post Office Boxes                            
1800,ASHFIELD,NSW,ASHFIELD POST SHOP,Post Office Boxes                            
1805,BURWOOD,NSW,BURWOOD POST SHOP,Post Office Boxes                            
1811,SILVERWATER,NSW,SILVERWATER BC,Post Office Boxes                            
1816,STRATHFIELD,NSW,NULL,LVR                                          
1819,STRATHFIELD,NSW,STRATHFIELD,LVR                                          
1830,GRANVILLE,NSW,GRANVILLE,LVR                                          
1831,GRANVILLE,NSW,NULL,LVR                                          
1835,AUBURN,NSW,AUBURN POST SHOP,Post Office Boxes                            
1848,GUILDFORD,NSW,NULL,LVR                                          
1860,FAIRFIELD,NSW,FAIRFIELD POST SHOP,Post Office Boxes                            
1871,LIVERPOOL,NSW,LIVERPOOL POST SHOP,Post Office Boxes                            
1875,MOOREBANK,NSW,MOOREBANK POST SHOP,Post Office Boxes                            
1885,BANKSTOWN,NSW,BANKSTOWN POST SHOP,Post Office Boxes                            
1888,BANKSTOWN,NSW,BANKSTOWN POST SHOP,LVR                                          
1890,INGLEBURN,NSW,INGLEBURN POST SHOP,Post Office Boxes                            
1891,MILPERRA,NSW,MILPERRA LPO,Post Office Boxes                            
2000,DAWES POINT,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2000,HAYMARKET,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2000,MILLERS POINT,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2000,PARLIAMENT HOUSE,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2000,SYDNEY,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
